id	jobPlace	name	company	salary	education	jobRequirement	jobExperience
1453	深圳	数据分析专员 4k-6k+五险一金	深圳市恰色时尚科技有限公司	8千-1万	大专	数据分析 	不限
1454	深圳	数据分析【2021春招】	珍爱网	面议	本科	数据分析 Python 商业分析 行业分析 	无经验
1455	深圳	数据分析专员	深圳冰川网络股份有限公司	6千-8千	本科	数据分析 	不限
1456	深圳-南山区	初级数据分析师+绩效奖	深圳聚尚网络科技有限公司	7千-1万	大专	土木工程 建模 	1年以下
1457	深圳-龙华区	数据分析助理	深圳市美斯曼科技有限公司	6千-1万	大专	数据仓库 数据架构 数据分析 MySQL SQL 	不限
1458	深圳	数据分析工程师（双休+奖金）	深圳市博岑信息技术有限公司	4千-8千	大专	数据分析 	不限
1459	深圳	数据分析助理	深圳仅铖数据科技有限公司	6千-8千	大专	数据分析 SQL SPSS 	不限
1460	深圳	数据分析	深圳冰川网络股份有限公司	1万-2万	本科	数据分析 Python SPSS SQL MySQL 	3-5年
1461	深圳	BI数据分析专员	购乐贸易(深圳)有限公司	7千-8千	大专	BI 数据分析 大数据分析 	1-3年
1462	深圳-宝安区	双休数据分析专员/助理	深圳市俊议通电子有限公司	6千-8千	大专	数据分析 	1-3年
1463	深圳-宝安区	5K+数据基础统计分析	深圳市小木船科技有限公司	6千-8千	大专	数据分析 	不限
1464	深圳	大数据分析员	深圳仅铖数据科技有限公司	5千-7千	中专/中技	数据分析 大数据分析 SPSS SQL 	无经验
1465	深圳	7K起（数据分析助理）	深圳市粤利成科技有限公司	6千-9千	大专	数据分析 数据挖掘 大数据分析 数据架构 商业数据分析 需求分析 数据集市 数据建模 	1-3年
1466	深圳-福田区	数据支持协管岗	深圳市昆盛企业管理咨询有限公司	8千-1万	本科	SQL 数据分析 	1-3年
1467	深圳	114104-大数据分析师	平安科技	面议	本科		3-5年
1468	深圳-南山区	数据分析助理	深圳市艾客尔科技有限公司	4千-6千	大专	数据分析 数据挖掘 数据采集 需求分析 IT 互联网 应届生 无经验 	不限
1469	深圳-坪山区	数据分析员	深圳市精邃统计师事务所有限公司	8千-1万	本科	数据挖掘 数据分析 	无经验
1470	深圳	数据分析	深圳市宝建投智能科技有限公司	8千-1.2万	本科	Oracle 数据建模 SQL SQL语言 SEVER 	不限
1471	深圳	数据统计本科以上/双休	深圳市远彬科技有限公司	7千-1.4万	本科	数据分析 MySQL SQL SQL Server BI Python 数据清洗 大数据分析 	无经验
1472	深圳	11411P-大数据分析师	平安科技	面议	本科		3-5年
1473	深圳-宝安区	7500起聘数据分析助理	深圳市俊议通电子有限公司	5千-1万	大专	数据分析 大数据平台 大数据分析 行业分析 数据中台 需求分析 数据集市 数据仓库 	不限
1474	深圳-南山区	中级数据分析工程师（CLOU-CN050）	科陆电子	1.5万-2万	本科	数据分析 	3-5年
1475	深圳	后端开发实习生（可无经验）	深圳市尚利科技有限公司	5.6千-8.8千	大专	数据分析 数据仓库 大数据分析 游戏测试 技术售后 会计 	1年以下
1476	深圳	数据分析本科以上/高薪	深圳市远彬科技有限公司	7千-1.4万	本科	数据分析 数据挖掘 Python SQL MySQL 大数据分析 Oracle SQL Server 	1-3年
1477	深圳-南山区	数据分析工程师	深圳市德科信息技术有限公司	7.5千-1万	本科	Python Hive R语言 SQL SPSS 数据建模 Spark 	1-3年
1478	深圳	8K数据统计专员/助理（双休）	深圳红盈科技有限公司	6千-8千	大专	数据分析 数据挖掘 数据采集 	不限
1479	深圳-宝安区	BI商业大数据分析实习生5-6千/月	深圳三快科技有限公司	5千-6千	大专	数据分析 商业分析 SQL 数据仓库 	不限
1480	深圳	行业业务分析师	软通动力信息技术(集团)股份有限公司	2.5万-4.5万	本科	数据分析 大数据分析 AXTURE XMind 	5-10年
1481	深圳	数据分析专员	深圳市魔觉科技有限公司	6千-8千	大专	数据分析 数据挖掘 	不限
1482	深圳-宝安区	数据分析	鼎盛动力	1.5万-2万	本科	SQL Hive SPSS 数据分析 数据挖掘 Python 	3-5年
1483	深圳	大数据分析师	富士康科技集团	1万-1.5万	硕士	数据分析 数据挖掘 Python 机器学习 Hadoop Spark 	无经验
1484	深圳-福田区	数据分析专员	叮当快药	6千-8千	大专	数据分析 数据挖掘 数据监控 	1-3年
1485	深圳	数据处理专员+包住	深圳市汇铭通科技有限公司	4千-8千	大专	数据分析 	1年以下
1486	深圳-福田区	BI Consultant （FP&amp;A/TM1）数据分析顾问	凯渤管理咨询(上海)有限公司	1.8万-3万	本科	数据分析 数据建模 TM1 商业数据分析 Power BI BI 模型设计 财务模型 	3-5年
1487	深圳	数据分析工程师（助理/实习）	深圳市博岑信息技术有限公司	4千-6千	中专/中技	汽车销售 	不限
1488	深圳-龙华区	数据分析专员	前海亚讯	1万-1.2万	本科	数据分析 	1-3年
1489	深圳	高级失效分析工程师	晟碟半导体（上海）有限公司	1.5万-2万	硕士	数据分析 失效分析 	不限
1490	深圳	数据分析工程师	惠州伯恩光学	1.2万-2万	本科	SQL 数据采集 数据建模 数据挖掘 需求分析 	1-3年
1491	深圳	跨境电商数据分析	懿姿设计(深圳)有限公司	4千-6千	本科	数据分析 数据运营 市场调研 销售统计 市场分析 数据 	无经验
1492	深圳	数据统计/分析员助理+双休	深圳通云网络科技有限公司	6千-8千	大专	实习生 无经验 应届生 小白 	1年以下
1493	深圳-南山区	数据分析	深圳明辉智能技术有限公司	1万-1.5万	本科	数据分析 Python SQL 	1-3年
1494	深圳-南山区	微视游戏数据分析岗	博彦科技	8千-1万	本科	数据分析 SQL Hive 	1-3年
1495	深圳-坪山区	数据分析工程师	恒大新能源科技集团有限公司	1.5万-2万	本科	数据分析 	5-10年
1496	深圳-宝安区	bi数据分析	深圳市积木之家网络科技有限公司	1万-1.5万	大专	数据分析 数据挖掘 BI 大数据分析 	3-5年
1497	深圳-南山区	数据分析	传音控股	8千-1.5万	本科	SQL 数据分析 	3-5年
1498	深圳	数据分析员	深圳市中和对外商务服务有限公司	6千-6.5千	大专	数据分析 英文良好 	1-3年
1499	深圳-南山区	初级数据分析工程师（CLOU-CN049）	科陆电子	6千-1.2万	本科	Python SQL 	1年以下
1500	深圳	数据分析主管工程师	宝能汽车销售有限公司	面议	本科	Python SCRIBE R 	1-3年
1501	深圳-福田区	信息技术工程师助理	深圳市深泰信息科技有限公司	6.5千-1万	大专	数据分析 需求分析 数据仓库 大数据平台 数据建模 BI 	1-3年
1502	深圳-宝安区	业务数据员 均6k+ 双休 朝九晚六 五险一金	辽宁人瑞普惠人力资源服务有限公司	6千-8千	大专	数据分析 Python 行业分析 大数据分析 商业数据分析 	不限
1503	深圳-宝安区	120119CAE分析工程师	大族激光	1.5万-2.5万	本科	自动化 机械电气 	3-5年
1504	深圳-福田区	IT数据分析岗	翰竺科技(北京)有限公司	1万-1.5万	本科	数据分析 Python SQL 	不限
1505	深圳-龙岗区	亚马逊数据分析	深圳市鼎铭科技有限公司	6千-1万	大专	亚马逊数据分析 	1-3年
1506	深圳	数据分析（银行）	长亮科技	1.5万-2万	本科	Python 	3-5年
1507	深圳-南山区	业务数据员 均6k+ 双休 朝九晚六 五险一金	辽宁人瑞普惠人力资源服务有限公司	6千-8千	大专	数据分析 Python 数据挖掘 大数据分析 大数据平台 	不限
1508	深圳-南山区	数据分析（五险一金 双休）	深圳市拓保软件有限公司	1万-1.8万	大专	Python BI SQL Hive MySQL Shell 	3-5年
1509	深圳-南山区	腾讯—数据岗	软通动力信息技术(集团)股份有限公司	1.4万-1.8万	本科	SQL Python Spark Hive 	3-5年
1510	深圳-宝安区	数据分析/接受本科以上转行	深圳市极信科技有限公司	7千-1.2万	大专	数据分析 数据挖掘 Python 数据清洗 	1-3年
1511	深圳	双休/运营数据分析	前海行者悟科技(深圳)有限公司	6千-1.2万	本科	数据分析 SQL Python 商业数据分析 需求分析 	1-3年
1512	深圳-南山区	数据分析（数据产品经理）	深圳市尚鼎咨询管理有限公司	1.5万-2.5万	本科	数据分析 数据清洗 SQL MySQL BI 	3-5年
1513	深圳-福田区	大数据应用专家	深圳市拓展信息咨询有限公司	3万-5万	本科	数据分析 数据挖掘 数据建模 BI 	不限
1514	深圳	游戏数据统计与分析、数学系	软通动力信息技术(集团)股份有限公司	1万-1.5万	本科	数据分析 Tableau 大数据分析 商业数据分析 游戏数据分析 	1-3年
1515	深圳-南山区	大数据分析助理工程师实习生/提供住宿/双休	深圳三快科技有限公司	6千-8千	大专	数据分析 BI 大数据分析 	不限
1516	深圳-南山区	数据分析算法工程师	环思科技(江苏)有限公司	8千-1.5万	本科	数据挖掘 Python 机器学习 	1-3年
1517	深圳-南山区	数据/产品经理（金融数据分析经验）	深圳市尚鼎咨询管理有限公司	1.5万-2.5万	本科	数据分析 数据清洗 SQL MySQL Python SQL Server 	3-5年
1518	深圳	数据分析专员（账户管理方向）	深圳市侣行汽车服务有限公司	6千-9千	大专	数据分析 	1-3年
1519	深圳-南山区	数据分析	深圳明辉智能技术有限公司	1万-1.5万	本科	数据分析 Python 数据挖掘 SQL POWER PIVOT POWER QUERY 	1-3年
1520	深圳-光明区	总经理助理（数据分析）	深圳市鑫航盛科技有限公司	6千-9千	本科	商业数据分析 数据分析 需求分析 总经理助理 	1-3年
1521	深圳-龙岗区	数据分析	软通动力信息技术(集团)股份有限公司	1万-1.5万	本科	数据统计 可视化工具 SENSE SQL Python SAS SPSS 	1-3年
1522	深圳-坪山区	数据专员	齐心集团	5千-7千	大专	数据分析 	1-3年
1523	深圳	储备干部/技术员	深圳波特空间设计工程有限公司	5.8千-8.3千	大专	数据分析 数据架构 商业数据分析 模型设计 大数据平台 数据采集 	不限
1524	深圳	统计分析员	深圳市深泰信息科技有限公司	6千-8千	大专	数据分析 	1-3年
1525	深圳-福田区	助理数据师（数据建设/审核方向）	深圳市世联土地房地产评估有限公司	4千-6千	本科	数据建设 数据审核 数据运营 	1-3年
1526	深圳	工业互联网工程师	深圳市灿弘自动化科技有限公司	2.5万-3万	本科	数据分析 数据建模 	3-5年
1527	深圳	大数据分析助理专员	深圳通云网络科技有限公司	4千-6千	大专	数据分析 	1年以下
1528	深圳-南山区	数据高级专员	深圳市迪滴新能源汽车科技有限公司	1万-1.5万	大专	数据分析 Python SQL 	3-5年
1529	深圳	数据分析高级工程师	深圳市道通科技股份有限公司	2.5万-3.5万	本科	数据分析 Spark SQL 	5-10年
1530	深圳-福田区	数据分析主管	贝壳找房(深圳)科技有限公司	1万-1.5万	本科	数据分析 数据挖掘 数据清洗 SPSS 数据建模 数据采集 行业分析 	3-5年
1531	深圳	数据分析 (J000281)	深圳市银雁金融服务有限公司	1万-1.5万	本科	数据分析 Python Spark 	1-3年
1532	深圳-宝安区	物流数据分师助理/包住	深圳聚尚网络科技有限公司	6千-8千	大专	运营 	不限
1533	深圳-南山区	数据分析实习生	深圳市随手科技有限公司	3千-5千	本科	SQL Python 	不限
1534	深圳	大数据实习生+周末双休	深圳明珑薪科技有限公司	6千-8千	大专	数据分析 数据挖掘 BI 大数据分析 	不限
1535	深圳-福田区	数据分析工程师	鹏华基金管理有限公司	1.5万-2万	硕士	SQL 数据挖掘 数据采集 数据建模 	1-3年
1536	深圳-福田区	库存数据分析员	中深国际建筑安装工程(深圳)有限公司	8千-1.3万	大专	数据分析 	1-3年
1537	深圳	数据统计分析	深圳凯信企业管理咨询服务有限公司	7千-1万	大专	数据分析 大数据分析 数据监控 商业数据分析 数据统计 统计员 	1-3年
1538	深圳-福田区	数据模型师（能源）	北京东方金信科技股份有限公司	2万-3万	本科	数据仓库 模型设计 数据建模 数据处理 	5-10年
1539	深圳-南山区	高级数据分析专员	编程猫	8千-1.5万	本科	数据分析 商业分析 需求分析 	1-3年
1540	深圳-福田区	IT治理专家(007210)	中信银行信用卡中心	面议	本科	MySQL NoSQL MYSQL/MARIADB 	3-5年
1541	深圳-坪山区	数据分析工程师	深圳市新产业生物医学工程股份有限公司	1万-1.5万	本科	数据分析 	不限
1542	深圳-南山区	数据/产品经理（金融数据分析能力）	深圳市尚鼎咨询管理有限公司	1.5万-2.5万	本科	数据分析 数据清洗 SQL MySQL SQL Server 商业分析 大数据分析 	3-5年
1543	深圳	系统分析员（SE）	深圳市人才服务中心(深圳市人才大市场)	1.5万-2万	本科	数据分析 需求分析 	1-3年
1544	深圳	数仓工程师	深圳泊寓	1万-2万	本科	数据分析 数据挖掘 数据仓库 	3-5年
1545	深圳-宝安区	网络安全员/包吃住	深圳市中野泰鸿科技有限公司	5.5千-8.5千	中专/中技	数据分析 数据架构 商业数据分析 数据采集 数据建模 机器学习 	无经验
1546	深圳	急聘：（数据分析工程师）	深圳市天思众科技有限公司	4千-6千	中专/中技	数据分析 	不限
1547	深圳	统计工程师	顺络电子	8千-1.5万	本科	数据分析 数据建模 	1-3年
1548	深圳-福田区	数据管理助理	中南国际人力资源(深圳)有限公司	7千-9千	大专	数据分析 Python SQL excel 	1-3年
1549	深圳	运营数据分析（热爱RPG）-腾讯	中软国际	面议	本科	数据分析 Python BI SQL 	不限
1550	深圳-福田区	数据分析管培生	太平洋产险	6千-7千	本科	数据分析 计算机 精算 大数据分析 	不限
1551	深圳	服务台	深圳市中盾联投软件有限公司	8千-1万	本科	自动化运维 Python ITSM 	1-3年
1552	深圳-福田区	运营分析岗（SZZ3502）	招银云创信息技术有限公司	8千-1.5万	本科	数据分析 运营管理 运营分析 项目管理 	1-3年
1553	深圳	系统分析员	上海成玙信息科技有限公司	6千-8千	大专	数据建模 数据分析 数据挖掘 数据仓库 数据治理 	不限
1554	深圳-罗湖区	大数据分析专家(J11365)	闻泰通讯	5万-6万	本科	数据分析 	5-10年
1555	深圳	数据分析主管	贝壳找房(深圳)科技有限公司	1万-1.5万	本科	数据分析 销售业务数据 统计学 	3-5年
1556	深圳	数据分析主管-互联天下	周大生珠宝	1.5万-2万	大专	数据建模 数据监控 数据采集 数据分析 数据清洗 BI 数据挖掘 数据仓库 	3-5年
1557	深圳-龙岗区	QC5092-物流大数据高级分析师	顺丰速运	2.5万-3.5万	本科	物流大数据高级分析师 	5-10年
1558	深圳-南山区	量化分析师	深圳市君如资产管理顾问有限公司	1.4万-1.6万	硕士	量化分析 宏观分析 模型搭建 	1-3年
1559	深圳-南山区	系统分析师/产品经理	埃林哲	1万-1.8万	本科	Java MySQL 数据分析 	3-5年
1560	深圳-龙岗区	业务分析工程师	上海易立德信息技术股份有限公司	1.5万-2万	本科	数据分析 需求分析 	5-10年
1561	深圳	保险业务数据分析岗	太平金科	1.5万-2万	本科	数据分析 Tableau 	5-10年
1562	深圳-福田区	人力资源数据分析	深圳万科祥盈管理服务有限公司	1.5万-2万	本科	数据分析 数据清洗 SQL Python 	3-5年
1563	深圳-龙岗区	数据专员	深圳市以学教育科技有限公司	7千-1万	本科	数据分析 数据挖掘 数据建模 大数据平台 SQL 	1-3年
1564	深圳	数据资产岗	渤海银行	面议	本科	数据分析 数据治理 	3-5年
1565	深圳-福田区	Consultant Trainee （FP&amp;A)	凯渤管理咨询(上海)有限公司	7千-1.4万	本科	数据分析 数据建模 Power BI 大数据分析 咨询顾问 管培生 	不限
1566	深圳	投资数据分析岗	太平金科	1.5万-2万	本科	数据分析 Tableau 	5-10年
1567	深圳-福田区	数据管理助理	中深国际建筑安装工程(深圳)有限公司	7千-1.4万	大专	Oracle MySQL SQL 数据建模 数据分析 	1-3年
1568	深圳	数据开发师	文思海辉技术有限公司 Pactera Technology International Limited	面议	大专		1-3年
1569	深圳	数据分析主管	招商信诺	1.8万-2.6万	本科	数据分析 数据建模 Linux 用户画像 	5-10年
1570	深圳-福田区	数据模型师	上海吉贝克信息技术有限公司	1.2万-2万	本科	模型设计 数据库 数据仓库 数据集市 多维数据模型 	3-5年
1571	深圳-南山区	实施工程师（业务中台）	中国旅游集团	1.5万-3万	本科	数据分析 大数据分析 大数据平台 数据采集 商业数据分析 数据中台 	3-5年
1572	深圳	数据治理岗(J10186)	富德保险控股股份有限公司	1.6万-2.5万	本科	数据挖掘 数据分析 数据清洗 数据仓库 	1-3年
1573	深圳-龙华区	data analyst	恩士迅信息科技（上海）有限公司	2万-3万	大专	数据建模 Python R语言 SQL NoSQL 	3-5年
1574	深圳-福田区	数据治理	外企德科	8千-1.2万	本科	Tableau 数据分析 Python SQL 	1-3年
1575	深圳	数据标准化工程师	中国燃气	1.8万-3.6万	本科	SQL ETL 数据建模 大数据平台 数据标准化 	3-5年
1576	深圳-龙华区	数据治理工程师	易宝软件	1.5万-2万	本科	Python SQL 	3-5年
1577	深圳	FA分析工程师	深圳市信展通电子有限公司	6千-8千	大专	FA分析技术员 数据分析 	1-3年
1578	深圳-南山区	数据产品经理	深圳市华云中盛科技股份有限公司	2万-3万	大专	Python Tableau SQL R语言 需求分析 电商 	3-5年
1579	深圳-福田区	风险模型分析师	深圳风豹	1.5万-3万	本科	金融 数据分析 SQL Python 机器学习 风控模型 	1-3年
1580	深圳-宝安区	经营分析师	深圳市腾拓科技有限公司	7千-1.2万	大专	数据分析 销售业务数据 经营分析 财务预算 	1-3年
1581	深圳-龙岗区	数据维护专员	深圳朗生整装科技有限公司	6千-8千	大专	家具软件 	1-3年
1582	深圳	大数据工程师（南京科创）	航天工研院	2.5万-3.5万	本科	数据挖掘 数据采集 Python SQL 	5-10年
1583	深圳	封装行业/FA分析技术员	深圳市信展通电子有限公司	6千-9千	大专	FA分析技术员 品质技术员 质量管理 	3-5年
1584	深圳	华为LTE后台分析工程师	深圳市讯方技术股份有限公司	5千-8千	大专	数据分析 LTE后台经验 LTE网格优化 	不限
1585	深圳	数据治理项目经理(J10149)	富德保险控股股份有限公司	1.5万-2.5万	本科	数据采集 数据建模 数据挖掘 需求分析 数据治理 	5-10年
1586	深圳	化工行业研究员/期货分析师	葆润控股集团有限公司	1.2万-2.4万	本科	投资分析 风险分析 量化分析 	5-10年
1587	深圳	音儿事业部-商品专员（货品）	影儿时尚集团	6千-8千	本科	商业分析 数据采集 ERP 商品分析 	1-3年
1588	深圳	运营经理	哈尔滨长荣信息科技有限公司	1万-1.5万	本科	数据分析 数据挖掘 Python 数据仓库 	3-5年
1589	深圳-南山区	价值调查/分析专员	湖南智汇文化传播有限公司	6千-8千	本科	数据分析 互联网计算行业 客户运营 	1-3年
1590	深圳	Smartcare平台交付工程师	FIRST POINT GROUP LIMITED	4.8万-5万	大专	数据分析 数据挖掘 大数据分析 数据采集 数据建模 	5-10年
1591	深圳	OM流程支持资深工程师	深圳天马微电子有限公司	1万-1.5万	大专	回归分析 	3-5年
1592	天津	数据分析（供应）	天津市万达轮胎集团有限公司	5千-1万	本科	数据分析 	1-3年
1593	天津	数据分析师	天津合信共享科技发展有限公司	4千-7千	本科	数据分析 数据清洗 数据采集 数据挖掘 	不限
1594	天津-东丽区	数据分析师	佰聆数据股份有限公司北京分公司	1万-1.5万	本科	数据分析 	3-5年
1595	天津-西青区	数据分析师	航安云创科技(北京)有限公司	9千-1.2万	本科	数据分析 数据治理 数据建模 数据采集 大数据分析 	3-5年
1596	天津	数据分析师助理	天津丞辉科技发展有限公司	6千-8千	本科	数据挖掘 数据分析 数据采集 行业分析 SQL 	不限
1597	天津-南开区	数据分析师	北京铭裕网络科技有限公司	6千-8千	大专	数据分析 	1-3年
1598	天津-西青区	数据分析师	北京京创曙光科技有限公司	1万-2万	本科	数据分析 数据挖掘 模型设计 神经网络 行业分析 	3-5年
1599	天津-和平区	数据分析师	魔方网聘(北京)科技有限公司天津分公司	6千-8千	大专	数据分析 	1-3年
1600	天津-河北区	数据分析师	华科信息	8千-1万	大专	FineReport 	3-5年
1601	天津-红桥区	数据分析师-天津	贝壳找房	1万-1.5万	本科	数据分析 	3-5年
1602	天津	数据分析师	天津卓漫科技有限公司	4千-8千	本科		不限
1603	天津-河东区	数据分析师	趣街(天津)科技有限公司	5千-8千	大专	数据采集 需求分析 行业分析 商业分析 数据挖掘 	1-3年
1604	天津	数据分析师-上市公司	北京城市网邻信息技术有限公司天津分公司	6千-8千	本科	数据分析 	1-3年
1605	天津-滨海新区	数据分析师	北京五八信息技术有限公司	6千-8千	本科	数据分析 SQL 	不限
1606	天津-南开区	数据分析师（药品/耗材/中药材）(J12451)	微医控股	1万-1.5万	本科	数据分析 数据仓库 SQL 	5-10年
1607	天津	资深数据分析师	天津雅迪实业有限公司	5千-1万	本科		1-3年
1608	天津-静海区	大数据分析师（接受无经验）	中启富科技(北京)有限公司	7千-1.1万	大专	数据分析 大数据分析 数据采集 大数据平台 	不限
1609	天津	数据分析师	天津市大美威莎贸易有限公司	5千-8千	大专	数据分析 	1-3年
1610	天津	数据分析师	天狮集团	面议	本科	SQL Python 数据分析 数据建模 数据挖掘 商业数据分析 R语言 SPSS 	3-5年
1611	天津-静海区	数据分析师	爱玛科技	4千-6千	本科	数据统计分析 市场营销 	无经验
1612	天津	数据分析师	塔塔信息技术(中国)股份有限公司上海分公司	4千-6千	本科	数据统计分析 office 统计 	不限
1613	天津	数据分析师	北京字节跳动科技有限公司	8千-1.5万	本科		3-5年
1614	天津-东丽区	高级数据分析师	国网电力科学研究院北京科东电力控制系统有限责任公司	1.5万-2万	本科	数据分析 数据建模 R语言 Python 数据挖掘 数据清洗 大数据分析 数据治理 	5-10年
1615	天津	数据分析师助理	颐信科技有限公司天津分公司	3.5千-6千	大专	Python SQL 需求分析 	1-3年
1616	天津	数据分析师	数智工场科技产业有限公司	1.5万-2万	本科	需求分析 数据处理 	3-5年
1617	天津	数据分析师	强微特	6千-1.2万	本科		3-5年
1618	天津-红桥区	贝壳集团/C端数据分析专员	中胜(天津)人力资源管理有限公司	5千-7千	本科	数据分析 	1-3年
1619	天津	数据分析	深圳挑挑科技有限公司天津分公司	5千-1万	本科	数据分析 需求分析 	不限
1620	天津	数据分析专员	天津港保税区伊润国际贸易有限公司	5千-8千	大专	office 数据分析 	1-3年
1621	天津-滨海新区	大数据分析师（接受无经验）	中启富科技(北京)有限公司	7千-1.1万	大专	数据分析 大数据分析 数据采集 大数据平台 	不限
1622	天津-滨海新区	数据统计分析类实习生	天津市凯成房地产咨询有限公司	4千-5千	本科	数据分析 数据监控 数据采集 	不限
1623	天津-滨海新区	需求分析师-大数据方向	海油信科	1万-1.5万	本科	数据治理 数据仓库 数据建模 模型设计 数据架构 	不限
1624	天津	数据分析专员	洋葱(天津)全屋智能家居有限公司	4千-8千	本科	数据挖掘 数据分析 行业分析 需求分析 周末双休 	1-3年
1625	天津-北辰区	数据分析文员	海口多圆金融服务有限公司	4千-6千	高中	数据挖掘 数据分析 Tableau 	不限
1626	天津-河北区	大数据分析师（接受无经验）	中启富科技(北京)有限公司	7千-1.1万	大专	数据分析 大数据分析 数据采集 大数据平台 	不限
1627	天津-滨海新区	数据分析\初级开发工程师（天津）	中软国际	面议	本科	SQL Python 数据采集 数据分析 	1-3年
1628	天津-河东区	数据清洗专员/7K-10K	北京宏达港湾建筑科技有限公司	7千-1万	大专	数据分析 数据清洗 	不限
1629	天津-红桥区	数据分析专家	成都瀚砂科技有限责任公司	1.5万-2万	本科	Python SQL Power BI Hive Spark 	不限
1630	天津-和平区	数据规划分析员	北京易捷保网络技术有限公司	8千-1.2万	本科	数据分析 数据挖掘 数据建模 商业分析 数据采集 大数据分析 商业数据分析 数据监控 	1-3年
1631	天津-静海区	自动化大数据分析师	中启富科技(北京)有限公司	7千-1万	大专	数据分析 大数据分析 	1年以下
1632	天津	分析师助理	颐信科技有限公司天津分公司	3千-6千	本科	数据分析 报告撰写 情报分析 	不限
1633	天津	技术解决方案工程师（数据分析方向）	天津智慧城市研究院有限公司	7千-1.4万	硕士	数据分析 数据挖掘 数据建模 	1-3年
1634	天津-东丽区	政府统计专员（保税区）	天津博和利统计大数据有限公司	5千-7千	本科	数据分析 SPSS 数据建模 商业分析 行业分析 商业数据分析 	不限
1635	天津-河北区	eva软件分析	天津洛迦科技有限公司	5千-1万	大专	数据分析 行业分析 	不限
1636	天津-东丽区	大数据分析师（接受无经验）	中启富科技(北京)有限公司	7千-1.1万	大专	数据分析 大数据分析 数据采集 大数据平台 	不限
1637	天津-河北区	数据分析	华科信息	1万-1.5万	大专	帆软 FineReport 数据分析 BI 	3-5年
1638	天津	分析师助理	颐信科技有限公司天津分公司	3千-6千	本科	数据挖掘 商业数据分析 行业分析 深度学习 商业分析 数据分析 	不限
1639	天津	制造业 财务 Power BI 数据专员	天津奥尼斯特企业管理咨询有限公司	1万-1.5万	本科	Power BI BI 数据挖掘 	不限
1640	天津-河北区	MT4软件分析	天津洛迦科技有限公司	5千-1万	学历不限	数据分析 	不限
1641	天津-河北区	自动化大数据分析师	中启富科技(北京)有限公司	7千-1万	大专	数据分析 大数据分析 	1年以下
1642	天津	数据分析工程师	英业达集团(天津)电子技术有限公司	6千-1.2万	硕士	数据挖掘 Python 机器学习 BI 	不限
1643	天津-河北区	需求分析师	华科信息	7.5千-1.1万	大专	数据分析 需求分析 能源充电桩 	3-5年
1644	天津-武清区	数据分析挖掘工程师	浪潮集团	7千-1.2万	本科	MySQL Oracle SQL Server Python 数据分析 数据挖掘 	3-5年
1645	天津	建模分析师	国网瑞嘉(天津)智能机器人有限公司	1万-2万	本科	数据挖掘 Spark Hadoop 	3-5年
1646	天津-津南区	自动化大数据分析师	中启富科技(北京)有限公司	7千-1万	大专	数据分析 大数据分析 	1年以下
1647	天津-滨海新区	HR数据分析专家	凯莱英生命科学技术（天津）有限公司	7千-1.2万	本科	HR 数据分析 	5-10年
1648	天津	数据处理工程师	华科信息	8千-1.6万	大专	ETL 数据分析 数据治理 数据中台 	1-3年
1649	天津	大数据安全计算工程师	中汽数据有限公司	1万-1.5万	硕士	数据统计分析 	不限
1650	天津-河东区	数据质量岗	渤海银行	面议	本科	数据治理 	3-5年
1651	天津-河西区	自动化大数据分析师	中启富科技(北京)有限公司	7千-1万	大专	数据分析 大数据分析 	1年以下
1652	天津-红桥区	财务共享中心-报告与分析岗	贝壳找房	1万-1.5万	本科	数据分析 数据建模 	3-5年
1653	天津	环境分析工程师	聚光科技	5千-8千	大专	行业分析 	1-3年
1654	天津-东丽区	知识产权分析评价师	北京智慧财富资本管理集团有限公司	6千-1.2万	本科	知识产权代理 专利顾问 项目申报 专利检索 项目验收 	3-5年
1655	天津-红桥区	业务支持专员	天津特瑞希管理咨询有限公司	4千-6千	本科	数据分析 销售业务数据 excel 	不限
1656	天津-河西区	大数据分析管培生	中启富科技(北京)有限公司	6千-1.2万	大专	数据分析 大数据分析 	不限
1657	天津-南开区	研发主管	天津德茂福科技有限公司	2万-3万	本科	数据分析 数据建模 数据清洗 MySQL 大数据分析 决策树 	5-10年
1658	天津	数据库工程师	中汽数据有限公司	1万-1.5万	硕士	数据统计分析 	不限
1659	天津-西青区	大数据分析管培生	中启富科技(北京)有限公司	6千-1.2万	大专	数据分析 大数据分析 	不限
1660	天津-和平区	自动化大数据分析师	中启富科技(北京)有限公司	7千-1万	大专	数据分析 大数据分析 	1年以下
1661	武汉	数据分析师（五险一金+13薪）	武汉优惟特科技有限公司	5千-9千	大专	数据分析 Tableau 数据挖掘 Python 数据清洗 BI SQL 机器学习 	不限
1662	武汉-武昌区	数据分析师（武汉）	朴朴超市	5千-7千	本科	Python SQL SPSS R语言 	1-3年
1663	武汉	数据分析师	武汉易晨创想科技有限公司	8千-1.2万	本科	数据分析 大数据分析 数据集市 数据建模 数据仓库 商业数据分析 	不限
1664	武汉-洪山区	数据分析师	深圳市讯方技术股份有限公司	1万-1.5万	本科	数据分析 数据挖掘 Python 	3-5年
1665	武汉-江夏区	数据分析师	深圳中电技术	6千-1万	本科	数据分析 	不限
1666	武汉	数据分析师(成品)	东风汽车	6千-7千	本科	数据分析 	1-3年
1667	武汉-江夏区	数据分析师（电商）	武汉瑞尔达商贸有限公司	6千-8千	本科	数据分析 	1-3年
